# TUFS Basic Turkish Wordnet	tur	http://www.coelang.tufs.ac.jp/mt/tr/	CC BY 4.0
15210045-n	tur:lemma	Ocak
00064787-a	tur:exe	0	Bence de o çok iyi fikir.
00064787-a	tur:exe	1	Ayrıca, spor yapmaya başlarsanız iyi olur.
00064787-a	tur:exe	2	Bana sorarsanız yarın saat beşte başlamak en iyisidir.
00064787-a	tur:exe	3	Biraz Türkçe'yi anlıyorum. Ama iyi konuşamıyorum.
00064787-a	tur:exe	4	Bu baharatı yemeğe eklerseniz daha iyi olur.
00064787-a	tur:exe	5	İsmail Bey, iyi günler.
00064787-a	tur:exe	6	İyi seçmiş miyim ?
00064787-a	tur:exe	7	O yüzden çok iyi hazırlanman gerekir.
00064787-a	tur:count	iyi	8
00064787-a	tur:pron	iyi			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1757.mp3	
00850183-a	tur:lemma	iyi
00850183-a	tur:exe	0	Bence de o çok iyi fikir.
00850183-a	tur:exe	1	Ayrıca, spor yapmaya başlarsanız iyi olur.
00850183-a	tur:exe	2	Bana sorarsanız yarın saat beşte başlamak en iyisidir.
00850183-a	tur:exe	3	Biraz Türkçe'yi anlıyorum. Ama iyi konuşamıyorum.
00850183-a	tur:exe	4	Bu baharatı yemeğe eklerseniz daha iyi olur.
00850183-a	tur:exe	5	İsmail Bey, iyi günler.
00850183-a	tur:exe	6	İyi seçmiş miyim ?
00850183-a	tur:exe	7	O yüzden çok iyi hazırlanman gerekir.
00850183-a	tur:count	iyi	8
00850183-a	tur:pron	iyi			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1757.mp3	
01129977-a	tur:lemma	iyi
01129977-a	tur:exe	0	Bence de o çok iyi fikir.
01129977-a	tur:exe	1	Ayrıca, spor yapmaya başlarsanız iyi olur.
01129977-a	tur:exe	2	Bana sorarsanız yarın saat beşte başlamak en iyisidir.
01129977-a	tur:exe	3	Biraz Türkçe'yi anlıyorum. Ama iyi konuşamıyorum.
01129977-a	tur:exe	4	Bu baharatı yemeğe eklerseniz daha iyi olur.
01129977-a	tur:exe	5	İsmail Bey, iyi günler.
01129977-a	tur:exe	6	İyi seçmiş miyim ?
01129977-a	tur:exe	7	O yüzden çok iyi hazırlanman gerekir.
01129977-a	tur:count	iyi	8
01129977-a	tur:pron	iyi			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1757.mp3	
01586752-a	tur:lemma	iyi
01586752-a	tur:exe	0	Bence de o çok iyi fikir.
01586752-a	tur:exe	1	Ayrıca, spor yapmaya başlarsanız iyi olur.
01586752-a	tur:exe	2	Bana sorarsanız yarın saat beşte başlamak en iyisidir.
01586752-a	tur:exe	3	Biraz Türkçe'yi anlıyorum. Ama iyi konuşamıyorum.
01586752-a	tur:exe	4	Bu baharatı yemeğe eklerseniz daha iyi olur.
01586752-a	tur:exe	5	İsmail Bey, iyi günler.
01586752-a	tur:exe	6	İyi seçmiş miyim ?
01586752-a	tur:exe	7	O yüzden çok iyi hazırlanman gerekir.
01586752-a	tur:count	iyi	8
01586752-a	tur:pron	iyi			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1757.mp3	
04588365-n	tur:lemma	pencere
04588365-n	tur:exe	0	Hırsız pencereden eve girmiş.
04588365-n	tur:count	pencere	1
04588365-n	tur:pron	pencere			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1715.mp3	
04587648-n	tur:lemma	pencere
04587648-n	tur:exe	0	Hırsız pencereden eve girmiş.
04587648-n	tur:count	pencere	1
04587648-n	tur:pron	pencere			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1715.mp3	
05216365-n	tur:lemma	vücut
05216365-n	tur:exe	0	Onun vücudu çok esnek.
05216365-n	tur:pron	vücut			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1818.mp3	
76100002-x	tur:lemma	tane
76100002-x	tur:exe	0	Burada bir tane var.
76100002-x	tur:count	tane	1
76100002-x	tur:pron	tane			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1534.mp3	
76100002-x	tur:lemma	tane
76100002-x	tur:exe	0	Masaya kaç tane tabak lazım?
76100002-x	tur:exe	1	Toplam yedi tane tabak lazım.
76100002-x	tur:count	tane	2
76100002-x	tur:pron	tane			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1534.mp3	
04967191-n	tur:lemma	yeşil
04967191-n	tur:exe	0	Evimin etrafında yeşillik var.
04967191-n	tur:count	yeşil	1
04967191-n	tur:pron	yeşil			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1981.mp3	
80001047-v	tur:lemma	öl-
80001047-v	tur:exe	0	Herkes cennete gitmek ister. Öyleyse neden ölmek isteyen yok?
80001047-v	tur:pron	öl-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1629.mp3	
03497657-n	tur:lemma	şapka
03497657-n	tur:exe	0	Kırmızı şapka takan benim oğlum.
03497657-n	tur:exe	1	Oğlum şapka takmayı hiç sevmiyor.
03497657-n	tur:count	şapka	2
03497657-n	tur:pron	şapka			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1698.mp3	
15129927-n	tur:lemma	saat
15129927-n	tur:exe	0	O zaman saat 4'te okulda görüşelim.
15129927-n	tur:exe	1	Saat kaçta eve döneceksin?
15129927-n	tur:exe	2	Bugün saat kaçta kalktın?
15129927-n	tur:exe	3	Saat kaçta istasyonda olmalısın ?    
15129927-n	tur:exe	4	Parti saat kaçta başlıyor?
15129927-n	tur:exe	5	Saat yedide başlayacak.
15129927-n	tur:exe	6	O yüzden akşam saat 5’te burada buluşalım.
15129927-n	tur:exe	7	Öğleden sonra saat dörtte başlayacak.
15129927-n	tur:exe	8	Bana sorarsanız yarın saat beşte başlamak en iyisidir.
15129927-n	tur:exe	9	Çünkü herkesin işi saat beşte bitiyor.
15129927-n	tur:count	saat	10
15129927-n	tur:pron	saat			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1848.mp3	
06359877-n	tur:lemma	metin
06359877-n	tur:exe	0	Bu metni Japonca'ya çevirin.
06359877-n	tur:pron	metin			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1954.mp3	
00546389-n	tur:lemma	şarkı
00546389-n	tur:exe	0	Şarkı söyleyerek yemek yapıyor.
00546389-n	tur:count	şarkı	1
00546389-n	tur:pron	şarkı			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1920.mp3	
07048000-n	tur:lemma	şarkı
07048000-n	tur:exe	0	Şarkı söyleyerek yemek yapıyor.
07048000-n	tur:count	şarkı	1
07048000-n	tur:pron	şarkı			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1920.mp3	
01754737-v	tur:lemma	kes-
01754737-v	tur:exe	0	Parmağımı kestim.
01754737-v	tur:pron	kes-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1589.mp3	
07447641-n	tur:lemma	parti
07447641-n	tur:exe	0	Ne partisi?
07447641-n	tur:exe	1	Dün akşam Osman'ın evine gittik, parti yaptık.
07447641-n	tur:exe	2	Partide ne giyeceğimi bilmiyorum.
07447641-n	tur:exe	3	3 Haziran'da parti yapacağız.
07447641-n	tur:exe	4	Dünkü partide yenildi, içildi, çok eğlenildi.
07447641-n	tur:exe	5	Ayşegül'ün doğum günü partisi.
07447641-n	tur:exe	6	Parti saat kaçta başlıyor?
07447641-n	tur:exe	7	Dünkü parti çok güzeldi, çok eğlendim.
07447641-n	tur:exe	8	Parti nerede olacak?
07447641-n	tur:count	parti	9
07447641-n	tur:pron	parti			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1983.mp3	
01842204-v	tur:lemma	çık-
01842204-v	tur:exe	0	Simdi çıkmak üzereyim.
01842204-v	tur:pron	çık-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1484.mp3	
04241394-n	tur:lemma	terlik
04241394-n	tur:exe	0	Terlik nerede?
04241394-n	tur:count	terlik	1
04241394-n	tur:pron	terlik			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1809.mp3	
05301908-n	tur:lemma	ağız
05301908-n	tur:exe	0	Küçük bir ağız.
05301908-n	tur:count	ağız	1
05301908-n	tur:pron	ağız			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1816.mp3	
02440250-n	tur:lemma	el
02440250-n	tur:exe	0	Çatalı elinden düştü, ağzı açık kaldı.
02440250-n	tur:exe	1	Müdür, sırtına beyaz gömlek giymiş, ellerini göbeğinin üstünden kavuşturmuş.
02440250-n	tur:count	el	2
02440250-n	tur:pron	el			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1821.mp3	
09823502-n	tur:lemma	teyze
09823502-n	tur:exe	0	Teyzeme gideceğim.
09823502-n	tur:exe	1	Her Çarşamba günü teyzeme giderim.
09823502-n	tur:count	teyze	2
09823502-n	tur:pron	teyze			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1796.mp3	
10193967-n	tur:lemma	koca
10193967-n	tur:exe	0	Kocam avukat.
10193967-n	tur:count	koca	1
10193967-n	tur:pron	koca			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1969.mp3	
15213406-n	tur:lemma	Kasım
15213406-n	tur:exe	0	Kasım onbirinci ay.
15213406-n	tur:count	Kasım	1
15213406-n	tur:pron	Kasım			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1869.mp3	
06277280-n	tur:lemma	televizyon
06277280-n	tur:exe	0	Şimdi televizyon seyrediyormuş.      
06277280-n	tur:exe	1	Sevim, televizyon seyrederken ne yapmayı seviyorsun?
06277280-n	tur:exe	2	Evet, uzmanlar televizyonda devamlı uyarıyorlar.
06277280-n	tur:count	televizyon	3
06277280-n	tur:pron	televizyon			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1576.mp3	
13831176-n	tur:lemma	kuzey
13831176-n	tur:exe	0	Kuzey bölgede savaş başlamış.
13831176-n	tur:count	kuzey	1
13831176-n	tur:pron	kuzey			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1777.mp3	
06964901-n	tur:lemma	Fransızca
06964901-n	tur:exe	0	Fransızcanız hangi seviyededir?
06964901-n	tur:exe	1	İngilizce ve Fransızca bildiğiniz yazıyor.
06964901-n	tur:count	Fransızca	2
06964901-n	tur:pron	Fransızca			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1481.mp3	
01318741-a	tur:lemma	ağır-
01318741-a	tur:exe	0	Dişim ağrıyor.
01318741-a	tur:pron	ağır-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1623.mp3	
01712753-a	tur:lemma	ağır-
01712753-a	tur:exe	0	Dişim ağrıyor.
01712753-a	tur:pron	ağır-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1623.mp3	
05395690-n	tur:lemma	karın
05395690-n	tur:exe	0	Karnım ağrıyor.
05395690-n	tur:pron	karın			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1632.mp3	
05395690-n	tur:lemma	karın
05395690-n	tur:exe	0	Karnım açtı.
05395690-n	tur:pron	karın			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1632.mp3	
05556943-n	tur:lemma	karın
05556943-n	tur:exe	0	Karnım ağrıyor.
05556943-n	tur:pron	karın			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1632.mp3	
05556943-n	tur:lemma	karın
05556943-n	tur:exe	0	Karnım açtı.
05556943-n	tur:pron	karın			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1632.mp3	
02324478-v	tur:lemma	eklemek
02324478-v	tur:exe	0	Bu baharatı yemeğe eklerseniz daha iyi olur.
02324478-v	tur:pron	eklemek			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1840.mp3	
00640828-v	tur:lemma	eklemek
00640828-v	tur:exe	0	Bu baharatı yemeğe eklerseniz daha iyi olur.
00640828-v	tur:pron	eklemek			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1840.mp3	
00182406-v	tur:lemma	eklemek
00182406-v	tur:exe	0	Bu baharatı yemeğe eklerseniz daha iyi olur.
00182406-v	tur:pron	eklemek			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1840.mp3	
00749230-a	tur:lemma	kolay
00749230-a	tur:exe	0	Türkler için Japonca kolay mı?
00749230-a	tur:count	kolay	1
00749230-a	tur:pron	kolay			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1618.mp3	
14061805-n	tur:lemma	hastalık
14061805-n	tur:exe	0	Babamın hastalığı ne?
14061805-n	tur:pron	hastalık			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1627.mp3	
14055408-n	tur:lemma	hastalık
14055408-n	tur:exe	0	Babamın hastalığı ne?
14055408-n	tur:pron	hastalık			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1627.mp3	
14473054-n	tur:lemma	hastalık
14473054-n	tur:exe	0	Babamın hastalığı ne?
14473054-n	tur:pron	hastalık			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1627.mp3	
10399491-n	tur:lemma	anne baba
10399491-n	tur:lemma	anne babası
10399491-n	tur:exe	0	Meryem'in annebabası yok.
10399491-n	tur:pron	anne babası			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1792.mp3	
13833375-n	tur:lemma	güney
13833375-n	tur:exe	0	Güney Afrika'da deprem olmuş.
13833375-n	tur:count	güney	1
13833375-n	tur:pron	güney			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1780.mp3	
02472293-n	tur:lemma	insan
02472293-n	tur:exe	0	Japonya'da Türkçe konuşabilen insan az denebilir.
02472293-n	tur:exe	1	Dağ dağa kavuşmaz, insan insana kavuşur.    
02472293-n	tur:exe	2	Kalabalık insanların önünde konuşmaya alışık değilim.
02472293-n	tur:exe	3	Saçları sapsarı olmuş, başka insan gibiydi.
02472293-n	tur:count	insan	5
02472293-n	tur:pron	insan			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1966.mp3	
15212167-n	tur:lemma	Temmuz
15212167-n	tur:exe	0	Temmuz'da yaz tatili başlar.
15212167-n	tur:count	Temmuz	1
15212167-n	tur:pron	Temmuz			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1863.mp3	
00442917-a	tur:lemma	uzak
00442917-a	tur:exe	0	Benim evim buradan fazla uzak değil.
00442917-a	tur:exe	1	Oo, oldukça uzakmış.
00442917-a	tur:count	uzak	2
00442917-a	tur:pron	uzak			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1747.mp3	
01421622-v	tur:lemma	koy-
01421622-v	tur:exe	0	Şeker koymuyor musun?
01421622-v	tur:exe	1	Onun üstüne hiçbir şey koyma.
01421622-v	tur:exe	2	Fotoğrafları zarfın içine koydum.
01421622-v	tur:exe	3	Önce suyu kaynatın, sonra içine sebzeleri koyun.
01421622-v	tur:exe	4	Pilavı ise kaşık ile bol bol koy.
01421622-v	tur:exe	5	Kaseye pilav koydum.
01421622-v	tur:pron	koy-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1656.mp3	
03398467-n	tur:lemma	ön
03398467-n	tur:exe	0	Kalabalık insanların önünde konuşmaya alışık değilim.
03398467-n	tur:exe	1	Bir otelin ağaçlıklı, çiçeklerle süslü bahçesinin önünde durmuştuk.
03398467-n	tur:count	ön	2
03398467-n	tur:pron	ön			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1592.mp3	
00964768-a	tur:lemma	zayıf
00964768-a	tur:exe	0	Bu sezon Beşiktaş çok zayıftı.
00964768-a	tur:count	zayıf	1
00964768-a	tur:pron	zayıf			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1759.mp3	
02324397-a	tur:lemma	zayıf
02324397-a	tur:exe	0	Bu sezon Beşiktaş çok zayıftı.
02324397-a	tur:count	zayıf	1
02324397-a	tur:pron	zayıf			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1759.mp3	
00709215-a	tur:lemma	zayıf
00709215-a	tur:exe	0	Bu sezon Beşiktaş çok zayıftı.
00709215-a	tur:count	zayıf	1
00709215-a	tur:pron	zayıf			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1759.mp3	
02040233-a	tur:lemma	zayıf
02040233-a	tur:exe	0	Bu sezon Beşiktaş çok zayıftı.
02040233-a	tur:count	zayıf	1
02040233-a	tur:pron	zayıf			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1759.mp3	
02040049-a	tur:lemma	zayıf
02040049-a	tur:exe	0	Bu sezon Beşiktaş çok zayıftı.
02040049-a	tur:count	zayıf	1
02040049-a	tur:pron	zayıf			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1759.mp3	
00254978-r	tur:lemma	her ay
00254978-r	tur:exe	0	Her ay aileme para gönderiyorum.
00254978-r	tur:count	her ay	1
00254978-r	tur:pron	her ay			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1859.mp3	
77000091-n	tur:lemma	nasıl
77000091-n	tur:exe	0	Nasıl bir oda istersiniz?
77000091-n	tur:exe	1	Nasıl biri?
77000091-n	tur:exe	2	Nasıl ? Yemekler güzel olmuş mu ? 
77000091-n	tur:count	nasıl	3
77000091-n	tur:pron	nasıl			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1733.mp3	
04059701-n	tur:lemma	arka
04059701-n	tur:exe	0	Fatma Deniz’in arkasında oturuyor.
04059701-n	tur:exe	1	Mustafa arka kapıdan çıktı.
04059701-n	tur:count	arka	2
04059701-n	tur:pron	arka			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1591.mp3	
02767665-n	tur:lemma	arka
02767665-n	tur:exe	0	Fatma Deniz’in arkasında oturuyor.
02767665-n	tur:exe	1	Mustafa arka kapıdan çıktı.
02767665-n	tur:count	arka	2
02767665-n	tur:pron	arka			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1591.mp3	
03540595-n	tur:lemma	hastane
03540595-n	tur:exe	0	Binanın doğu tarafında hastane var.
03540595-n	tur:exe	1	Her hafta hastaneye gitmem gerekiyor.
03540595-n	tur:exe	2	Yakında hastane var mı acaba?
03540595-n	tur:count	hastane	3
03540595-n	tur:pron	hastane			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1626.mp3	
08054417-n	tur:lemma	hastane
08054417-n	tur:exe	0	Binanın doğu tarafında hastane var.
08054417-n	tur:exe	1	Her hafta hastaneye gitmem gerekiyor.
08054417-n	tur:exe	2	Yakında hastane var mı acaba?
08054417-n	tur:count	hastane	3
08054417-n	tur:pron	hastane			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1626.mp3	
05311054-n	tur:lemma	göz
05311054-n	tur:exe	0	Girişte duran portmantonun aynasına göz attı.
05311054-n	tur:count	göz	1
05311054-n	tur:pron	göz			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1823.mp3	
05316025-n	tur:lemma	göz
05316025-n	tur:exe	0	Girişte duran portmantonun aynasına göz attı.
05316025-n	tur:count	göz	1
05316025-n	tur:pron	göz			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1823.mp3	
02871439-n	tur:lemma	kitaplık
02871439-n	tur:exe	0	Sözlük orada kitaplıkta.
02871439-n	tur:count	kitaplık	1
02871439-n	tur:pron	kitaplık			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1563.mp3	
01186408-a	tur:lemma	hafif
01186408-a	tur:exe	0	Bu eşya çok hafif.
01186408-a	tur:count	hafif	1
01186408-a	tur:pron	hafif			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1746.mp3	
04049098-n	tur:lemma	istasyon
04049098-n	tur:exe	0	Saat kaçta istasyonda olmalısın ?    
04049098-n	tur:exe	1	Okul istasyona yakın.
04049098-n	tur:count	istasyon	2
04049098-n	tur:pron	istasyon			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1639.mp3	
03030663-n	tur:lemma	sigara
03030663-n	tur:exe	0	Peki, sigara içiyor musunuz?
03030663-n	tur:exe	1	Çok sigara içtiğiniz için göğsünüz ağrıyor sanırım.
03030663-n	tur:exe	2	Sigarayı hemen bırakmalısınız.
03030663-n	tur:exe	3	Bakkaldan bir paket sigara aldım.
03030663-n	tur:exe	4	Sigara içmiyorum.
03030663-n	tur:exe	5	Sigara içmek yasaktır.     
03030663-n	tur:exe	6	Burada sigara içilmez. 
03030663-n	tur:exe	7	Bu odada sigara içmek yasaktır.
03030663-n	tur:exe	8	Burada sigara içmeyiniz lütfen.
03030663-n	tur:count	sigara	9
03030663-n	tur:pron	sigara			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1922.mp3	
02230772-v	tur:lemma	ver-
02230772-v	tur:exe	0	Ne zaman ödevini vereceksin?
02230772-v	tur:exe	1	Biraz tuz verir misin?
02230772-v	tur:exe	2	Bayramda komşular çocuklara şeker verir.
02230772-v	tur:exe	3	İstersen sana ev adresimi yazıp vereyim.
02230772-v	tur:pron	ver-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1548.mp3	
90000504-n	tur:lemma	bir sonraki yıl
90000504-n	tur:exe	0	Gelecek yıl değil, bir sonraki yıl gitmeyi düşünüyorum. 
90000504-n	tur:count	bir sonraki yıl	1
90000504-n	tur:pron	bir sonraki yıl			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1894.mp3	
90000504-n	tur:lemma	bir sonraki sene
90000504-n	tur:exe	0	Gelecek sene değil, bir sonraki sene gitmeyi düşünüyorum.
90000504-n	tur:count	bir sonraki sene	1
90000504-n	tur:pron	bir sonraki sene			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1997.mp3	
00729108-n	tur:lemma	ödev
00729108-n	tur:exe	0	Ahmet ödev yaptı mı?
00729108-n	tur:exe	1	Ne zaman ödevini vereceksin?
00729108-n	tur:count	ödev	2
00729108-n	tur:pron	ödev			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1613.mp3	
03815615-n	tur:lemma	kravat
03815615-n	tur:exe	0	Babama kravat hediye etmeyi düşünüyorum.
03815615-n	tur:count	kravat	1
03815615-n	tur:pron	kravat			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1515.mp3	
07596684-n	tur:lemma	tatlı
07596684-n	tur:exe	0	Tatlı sever misin?
07596684-n	tur:count	tatlı	1
07596684-n	tur:pron	tatlı			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1657.mp3	
05560787-n	tur:lemma	bacak
05560787-n	tur:exe	0	Seda'nın bacakları çok uzun.
05560787-n	tur:count	bacak	1
05560787-n	tur:pron	bacak			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1820.mp3	
05560787-n	tur:lemma	ayak
05560787-n	tur:exe	0	Çok yürüdüğüm için ayağım ağrıyor.
05560787-n	tur:pron	ayak			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1825.mp3	
05563266-n	tur:lemma	bacak
05563266-n	tur:exe	0	Seda'nın bacakları çok uzun.
05563266-n	tur:count	bacak	1
05563266-n	tur:pron	bacak			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1820.mp3	
05563266-n	tur:lemma	ayak
05563266-n	tur:exe	0	Çok yürüdüğüm için ayağım ağrıyor.
05563266-n	tur:pron	ayak			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1825.mp3	
15211189-n	tur:lemma	Nisan
15211189-n	tur:exe	0	Nisan'da benim doğum günüm var.
15211189-n	tur:count	Nisan	1
15211189-n	tur:pron	Nisan			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1857.mp3	
02310007-v	tur:lemma	geri ver-
02310007-v	tur:exe	0	Ona hiç bir şey verme. Aldıktan sonra bir daha geri vermez.
02310007-v	tur:pron	geri ver-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1691.mp3	
01308381-v	tur:lemma	geri ver-
01308381-v	tur:exe	0	Ona hiç bir şey verme. Aldıktan sonra bir daha geri vermez.
01308381-v	tur:pron	geri ver-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1691.mp3	
80001595-v	tur:lemma	geri ver-
80001595-v	tur:exe	0	Ona hiç bir şey verme. Aldıktan sonra bir daha geri vermez.
80001595-v	tur:pron	geri ver-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1691.mp3	
10080869-n	tur:lemma	baba
10080869-n	tur:exe	0	Ben babamın yerine geldim. 
10080869-n	tur:count	baba	1
10080869-n	tur:pron	baba			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1793.mp3	
10080869-n	tur:lemma	baba
10080869-n	tur:exe	0	Ben babamın yerine geldim. 
10080869-n	tur:count	baba	1
10080869-n	tur:pron	baba			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1793.mp3	
02411224-a	tur:lemma	kalın
02411224-a	tur:exe	0	Daha kalın kalem yok mu?
02411224-a	tur:count	kalın	1
02411224-a	tur:pron	kalın			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1739.mp3	
04446276-n	tur:lemma	tuvalet
