# TUFS Basic Chinese, Mandarin Wordnet	cmn	http://www.coelang.tufs.ac.jp/mt/zh/	CC BY 4.0
01754737-v	cmn:lemma	剪	jiǎn__orth:pīnyīn
01754737-v	cmn:exe	0	请再把前面的头发剪短一点儿。
01754737-v	cmn:count	剪	1
01754737-v	cmn:pron	剪	jiǎn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_114.mp3	
07447641-n	cmn:lemma	晚会	wǎnhuì__orth:pīnyīn
07447641-n	cmn:exe	0	徐强的生日晚会是今天晚上吧？
07447641-n	cmn:count	晚会	1
07447641-n	cmn:pron	晚会	wǎnhuì	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_508.mp3	
01842204-v	cmn:lemma	出去	chūqù__orth:pīnyīn
01842204-v	cmn:exe	0	我出去一下。
01842204-v	cmn:count	出去	1
01842204-v	cmn:pron	出去	chūqù	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_9.mp3	
04241394-n	cmn:lemma	拖鞋	tuōxié__orth:pīnyīn
04241394-n	cmn:exe	0	进和室时不必穿拖鞋。
04241394-n	cmn:count	拖鞋	1
04241394-n	cmn:pron	拖鞋	tuōxié	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_334.mp3	
05301908-n	cmn:lemma	嘴	zuǐ__orth:pīnyīn
05301908-n	cmn:exe	0	闭嘴!
05301908-n	cmn:count	嘴	1
05301908-n	cmn:pron	嘴	zuǐ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_341.mp3	
02440250-n	cmn:lemma	手	shǒu__orth:pīnyīn
02440250-n	cmn:exe	0	他紧握朋友的手不放。
02440250-n	cmn:count	手	2
02440250-n	cmn:pron	手	shǒu	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_346.mp3	
09823502-n	cmn:lemma	婶母	shěnmǔ__orth:pīnyīn
09823502-n	cmn:exe	0	她是我婶母。
09823502-n	cmn:count	婶母	1
09823502-n	cmn:pron	婶母	shěnmǔ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_548.mp3	
09823502-n	cmn:lemma	姨母	yímǔ__orth:pīnyīn
09823502-n	cmn:exe	0	她是我姨母。
09823502-n	cmn:count	姨母	1
09823502-n	cmn:pron	姨母	yímǔ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_549.mp3	
10193967-n	cmn:lemma	丈夫	zhàngfu__orth:pīnyīn
10193967-n	cmn:exe	0	她已经有丈夫了。
10193967-n	cmn:count	丈夫	1
10193967-n	cmn:pron	丈夫	zhàngfu	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_538.mp3	
15213406-n	cmn:lemma	十一月	shíyīyuè__orth:pīnyīn
15213406-n	cmn:exe	0	十一月二十三号
15213406-n	cmn:count	十一月	1
15213406-n	cmn:pron	十一月	shíyīyuè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_394.mp3	
06277280-n	cmn:lemma	电视	diànshì__orth:pīnyīn
06277280-n	cmn:exe	0	昨天晚上他看了两个小时电视。
06277280-n	cmn:count	电视	1
06277280-n	cmn:pron	电视	diànshì	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_101.mp3	
13831176-n	cmn:lemma	北边	běibian__orth:pīnyīn
13831176-n	cmn:exe	0	剧场北边儿有一个家具店。
13831176-n	cmn:count	北边	1
13831176-n	cmn:pron	北边	běibian	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_302.mp3	
06964901-n	cmn:lemma	汉语	hànyǔ__orth:pīnyīn
06964901-n	cmn:exe	0	我学汉语学了两年。
06964901-n	cmn:exe	1	我学汉语学了两年了。
06964901-n	cmn:exe	2	汉语难吗?
06964901-n	cmn:count	汉语	3
06964901-n	cmn:pron	汉语	hànyǔ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_6.mp3	
01318741-a	cmn:lemma	疼	téng__orth:pīnyīn
01318741-a	cmn:exe	0	哎哟!疼死了!
01318741-a	cmn:count	疼	1
01318741-a	cmn:pron	疼	téng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_148.mp3	
01712753-a	cmn:lemma	疼	téng__orth:pīnyīn
01712753-a	cmn:exe	0	哎哟!疼死了!
01712753-a	cmn:count	疼	1
01712753-a	cmn:pron	疼	téng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_148.mp3	
05395690-n	cmn:lemma	肚子	dùzi__orth:pīnyīn
05395690-n	cmn:exe	0	肚子疼得厉害。
05395690-n	cmn:count	肚子	1
05395690-n	cmn:pron	肚子	dùzi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_157.mp3	
05395690-n	cmn:lemma	肚子	dùzi__orth:pīnyīn
05395690-n	cmn:pron	肚子	dùzi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_157.mp3	
05556943-n	cmn:lemma	肚子	dùzi__orth:pīnyīn
05556943-n	cmn:exe	0	肚子疼得厉害。
05556943-n	cmn:count	肚子	1
05556943-n	cmn:pron	肚子	dùzi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_157.mp3	
05556943-n	cmn:lemma	肚子	dùzi__orth:pīnyīn
05556943-n	cmn:pron	肚子	dùzi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_157.mp3	
02324478-v	cmn:lemma	加	jiā__orth:pīnyīn
02324478-v	cmn:exe	0	加点儿水。
02324478-v	cmn:count	加	2
02324478-v	cmn:pron	加	jiā	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_365.mp3	
00640828-v	cmn:lemma	加	jiā__orth:pīnyīn
00640828-v	cmn:exe	0	加点儿水。
00640828-v	cmn:count	加	2
00640828-v	cmn:pron	加	jiā	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_365.mp3	
00182406-v	cmn:lemma	加	jiā__orth:pīnyīn
00182406-v	cmn:exe	0	加点儿水。
00182406-v	cmn:count	加	2
00182406-v	cmn:pron	加	jiā	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_365.mp3	
00749230-a	cmn:lemma	容易	róngyì__orth:pīnyīn
00749230-a	cmn:exe	0	学汉语容易吗?
00749230-a	cmn:count	容易	1
00749230-a	cmn:pron	容易	róngyì	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_143.mp3	
14061805-n	cmn:lemma	病	bìng__orth:pīnyīn
14061805-n	cmn:exe	0	他的病怎么样?
14061805-n	cmn:count	病	2
14061805-n	cmn:pron	病	bìng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_152.mp3	
14055408-n	cmn:lemma	病	bìng__orth:pīnyīn
14055408-n	cmn:exe	0	他的病怎么样?
14055408-n	cmn:count	病	2
14055408-n	cmn:pron	病	bìng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_152.mp3	
14473054-n	cmn:lemma	病	bìng__orth:pīnyīn
14473054-n	cmn:exe	0	他的病怎么样?
14473054-n	cmn:count	病	2
14473054-n	cmn:pron	病	bìng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_152.mp3	
10399491-n	cmn:lemma	父母	fùmǔ__orth:pīnyīn
10399491-n	cmn:exe	0	你父母好吗？
10399491-n	cmn:count	父母	1
10399491-n	cmn:pron	父母	fùmǔ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_317.mp3	
13833375-n	cmn:lemma	南边	nánbian__orth:pīnyīn
13833375-n	cmn:exe	0	百货大楼南边儿有一个家具店。
13833375-n	cmn:count	南边	1
13833375-n	cmn:pron	南边	nánbian	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_305.mp3	
02472293-n	cmn:lemma	人	rén__orth:pīnyīn
02472293-n	cmn:exe	0	屋子里没有人。
02472293-n	cmn:count	人	2
02472293-n	cmn:pron	人	rén	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_491.mp3	
02472293-n	cmn:lemma	人	rén__orth:pīnyīn
02472293-n	cmn:exe	0	他不是美国人。
02472293-n	cmn:count	人	2
02472293-n	cmn:pron	人	rén	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_491.mp3	
15212167-n	cmn:lemma	七月	qīyuè__orth:pīnyīn
15212167-n	cmn:exe	0	农历七月初七是七夕。
15212167-n	cmn:count	七月	1
15212167-n	cmn:pron	七月	qīyuè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_388.mp3	
00442917-a	cmn:lemma	远	yuǎn__orth:pīnyīn
00442917-a	cmn:exe	0	她家比我家远一点儿。
00442917-a	cmn:count	远	1
00442917-a	cmn:pron	远	yuǎn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_272.mp3	
01421622-v	cmn:lemma	放	fàng__orth:pīnyīn
01421622-v	cmn:exe	0	他把信放进抽屉里。
01421622-v	cmn:count	放	1
01421622-v	cmn:pron	放	fàng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_181.mp3	
03398467-n	cmn:lemma	前面	qiánmian__orth:pīnyīn
03398467-n	cmn:exe	0	房子前面有一棵树。
03398467-n	cmn:count	前面	1
03398467-n	cmn:pron	前面	qiánmian	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_117.mp3	
00964768-a	cmn:lemma	软弱	ruǎnruò__orth:pīnyīn
00964768-a	cmn:exe	0	她病后身体软弱。
00964768-a	cmn:count	软弱	1
00964768-a	cmn:pron	软弱	ruǎnruò	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_284.mp3	
02324397-a	cmn:lemma	软弱	ruǎnruò__orth:pīnyīn
02324397-a	cmn:exe	0	她病后身体软弱。
02324397-a	cmn:count	软弱	1
02324397-a	cmn:pron	软弱	ruǎnruò	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_284.mp3	
00709215-a	cmn:lemma	软弱	ruǎnruò__orth:pīnyīn
00709215-a	cmn:exe	0	她病后身体软弱。
00709215-a	cmn:count	软弱	1
00709215-a	cmn:pron	软弱	ruǎnruò	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_284.mp3	
02040233-a	cmn:lemma	软弱	ruǎnruò__orth:pīnyīn
02040233-a	cmn:exe	0	她病后身体软弱。
02040233-a	cmn:count	软弱	1
02040233-a	cmn:pron	软弱	ruǎnruò	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_284.mp3	
02040049-a	cmn:lemma	软弱	ruǎnruò__orth:pīnyīn
02040049-a	cmn:exe	0	她病后身体软弱。
02040049-a	cmn:count	软弱	1
02040049-a	cmn:pron	软弱	ruǎnruò	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_284.mp3	
00254978-r	cmn:lemma	每个月	měigeyuè__orth:pīnyīn
00254978-r	cmn:exe	0	每个月开两次会。
00254978-r	cmn:count	每个月	1
00254978-r	cmn:pron	每个月	měigeyuè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_384.mp3	
77000091-n	cmn:lemma	什么	shénme__orth:pīnyīn
77000091-n	cmn:exe	0	喜欢什么音乐？
77000091-n	cmn:count	什么	1
77000091-n	cmn:pron	什么	shénme	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_260.mp3	
06605897-n	cmn:lemma	意思	yìsi__orth:pīnyīn
06605897-n	cmn:exe	0	“双赢”是什么意思?
06605897-n	cmn:count	意思	1
06605897-n	cmn:pron	意思	yìsi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_481.mp3	
05919866-n	cmn:lemma	意思	yìsi__orth:pīnyīn
05919866-n	cmn:exe	0	“双赢”是什么意思?
05919866-n	cmn:count	意思	1
05919866-n	cmn:pron	意思	yìsi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_481.mp3	
06601327-n	cmn:lemma	意思	yìsi__orth:pīnyīn
06601327-n	cmn:exe	0	“双赢”是什么意思?
06601327-n	cmn:count	意思	1
06601327-n	cmn:pron	意思	yìsi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_481.mp3	
04059701-n	cmn:lemma	后面	hòumian__orth:pīnyīn
04059701-n	cmn:exe	0	请再把后面的头发剪短一点儿。
04059701-n	cmn:count	后面	1
04059701-n	cmn:pron	后面	hòumian	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_116.mp3	
02767665-n	cmn:lemma	后面	hòumian__orth:pīnyīn
02767665-n	cmn:exe	0	请再把后面的头发剪短一点儿。
02767665-n	cmn:count	后面	1
02767665-n	cmn:pron	后面	hòumian	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_116.mp3	
03540595-n	cmn:lemma	医院	yīyuàn__orth:pīnyīn
03540595-n	cmn:exe	0	因为我要去医院。
03540595-n	cmn:count	医院	1
03540595-n	cmn:pron	医院	yīyuàn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_151.mp3	
08054417-n	cmn:lemma	医院	yīyuàn__orth:pīnyīn
08054417-n	cmn:exe	0	因为我要去医院。
08054417-n	cmn:count	医院	1
08054417-n	cmn:pron	医院	yīyuàn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_151.mp3	
05311054-n	cmn:lemma	眼睛	yǎnjing__orth:pīnyīn
05311054-n	cmn:exe	0	躺着看书对眼睛不好。
05311054-n	cmn:count	眼睛	1
05311054-n	cmn:pron	眼睛	yǎnjing	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_348.mp3	
05316025-n	cmn:lemma	眼睛	yǎnjing__orth:pīnyīn
05316025-n	cmn:exe	0	躺着看书对眼睛不好。
05316025-n	cmn:count	眼睛	1
05316025-n	cmn:pron	眼睛	yǎnjing	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_348.mp3	
02871439-n	cmn:lemma	书架	shūjià__orth:pīnyīn
02871439-n	cmn:exe	0	书架上有很多书。
02871439-n	cmn:count	书架	1
02871439-n	cmn:pron	书架	shūjià	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_88.mp3	
01186408-a	cmn:lemma	轻	qīng__orth:pīnyīn
01186408-a	cmn:exe	0	这件行李轻不了。
01186408-a	cmn:count	轻	1
01186408-a	cmn:pron	轻	qīng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_271.mp3	
04049098-n	cmn:lemma	车站	chēzhàn__orth:pīnyīn
04049098-n	cmn:exe	0	到火车站怎么走?
04049098-n	cmn:count	车站	1
04049098-n	cmn:pron	车站	chēzhàn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_164.mp3	
03030663-n	cmn:lemma	烟	yān__orth:pīnyīn
03030663-n	cmn:exe	0	休息室里可以吸烟。
03030663-n	cmn:count	烟	1
03030663-n	cmn:pron	烟	yān	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_447.mp3	
02230772-v	cmn:lemma	交	jiāo__orth:pīnyīn
02230772-v	cmn:exe	0	他交给我一本书。
02230772-v	cmn:count	交	1
02230772-v	cmn:pron	交	jiāo	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_73.mp3	
90000504-n	cmn:lemma	后年	hòunián__orth:pīnyīn
90000504-n	cmn:exe	0	我打算后年到中国去留学。
90000504-n	cmn:count	后年	1
90000504-n	cmn:pron	后年	hòunián	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_419.mp3	
00729108-n	cmn:lemma	作业	zuòyè__orth:pīnyīn
00729108-n	cmn:exe	0	这些作业今天晚上做得完做不完?
00729108-n	cmn:count	作业	1
00729108-n	cmn:pron	作业	zuòyè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_138.mp3	
03815615-n	cmn:lemma	领带	lǐngdài__orth:pīnyīn
03815615-n	cmn:exe	0	每天早上我爱人都给我系领带。
03815615-n	cmn:count	领带	1
03815615-n	cmn:pron	领带	lǐngdài	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_40.mp3	
07596684-n	cmn:lemma	点心	diǎnxin__orth:pīnyīn
07596684-n	cmn:exe	0	请吃点儿点心。
07596684-n	cmn:count	点心	1
07596684-n	cmn:pron	点心	diǎnxin	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_358.mp3	
05560787-n	cmn:lemma	腿	tuǐ__orth:pīnyīn
05560787-n	cmn:exe	0	医生发现她的右腿骨折了。
05560787-n	cmn:count	腿	1
05560787-n	cmn:pron	腿	tuǐ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_345.mp3	
05560787-n	cmn:lemma	腿	tuǐ__orth:pīnyīn
05560787-n	cmn:exe	0	他腿太短。
05560787-n	cmn:count	腿	1
05560787-n	cmn:pron	腿	tuǐ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_350.mp3	
05563266-n	cmn:lemma	腿	tuǐ__orth:pīnyīn
05563266-n	cmn:exe	0	医生发现她的右腿骨折了。
05563266-n	cmn:count	腿	1
05563266-n	cmn:pron	腿	tuǐ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_345.mp3	
05563266-n	cmn:lemma	腿	tuǐ__orth:pīnyīn
05563266-n	cmn:exe	0	他腿太短。
05563266-n	cmn:count	腿	1
05563266-n	cmn:pron	腿	tuǐ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_350.mp3	
15211189-n	cmn:lemma	四月	sìyuè__orth:pīnyīn
15211189-n	cmn:exe	0	今天四月十七号。
15211189-n	cmn:count	四月	1
15211189-n	cmn:pron	四月	sìyuè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_382.mp3	
02310007-v	cmn:lemma	还	huán__orth:pīnyīn
02310007-v	cmn:exe	0	请把这本小说还给小王。
02310007-v	cmn:count	还	1
02310007-v	cmn:pron	还	huán	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_216.mp3	
01308381-v	cmn:lemma	还	huán__orth:pīnyīn
01308381-v	cmn:exe	0	请把这本小说还给小王。
01308381-v	cmn:count	还	1
01308381-v	cmn:pron	还	huán	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_216.mp3	
80001595-v	cmn:lemma	还	huán__orth:pīnyīn
80001595-v	cmn:exe	0	请把这本小说还给小王。
80001595-v	cmn:count	还	1
80001595-v	cmn:pron	还	huán	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_216.mp3	
10080869-n	cmn:lemma	爸爸	bàba__orth:pīnyīn
10080869-n	cmn:exe	0	我爸爸
10080869-n	cmn:exe	1	我爸爸会说日语。
10080869-n	cmn:count	爸爸	2
10080869-n	cmn:pron	爸爸	bàba	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_324.mp3	
10080869-n	cmn:lemma	父亲	fùqin__orth:pīnyīn
10080869-n	cmn:exe	0	您父亲好吗？
10080869-n	cmn:count	父亲	1
10080869-n	cmn:pron	父亲	fùqin	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_318.mp3	
02411224-a	cmn:lemma	粗	cū__orth:pīnyīn
02411224-a	cmn:exe	0	她的腰粗起来了。
02411224-a	cmn:count	粗	1
02411224-a	cmn:pron	粗	cū	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_268.mp3	
04446276-n	cmn:lemma	厕所	cèsuǒ__orth:pīnyīn
04446276-n	cmn:exe	0	厕所在哪儿？
04446276-n	cmn:count	厕所	1
04446276-n	cmn:pron	厕所	cèsuǒ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_169.mp3	
04555291-n	cmn:lemma	厕所	cèsuǒ__orth:pīnyīn
04555291-n	cmn:exe	0	厕所在哪儿？
04555291-n	cmn:count	厕所	1
04555291-n	cmn:pron	厕所	cèsuǒ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_169.mp3	
15212455-n	cmn:lemma	八月	bāyuè__orth:pīnyīn
15212455-n	cmn:exe	0	八月底回来。
15212455-n	cmn:count	八月	1
15212455-n	cmn:pron	八月	bāyuè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_381.mp3	
00292937-a	cmn:lemma	忙	máng__orth:pīnyīn
00292937-a	cmn:exe	0	无论工作怎么忙，他都抽时间来看我。
00292937-a	cmn:count	忙	2
00292937-a	cmn:pron	忙	máng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_49.mp3	
00273082-a	cmn:lemma	黑	hēi__orth:pīnyīn
00273082-a	cmn:exe	0	屋里怎么这么黑? 
00273082-a	cmn:count	黑	1
00273082-a	cmn:pron	黑	hēi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_291.mp3	
03291819-n	cmn:lemma	信封	xìnfēng__orth:pīnyīn
03291819-n	cmn:exe	0	邮票最好贴在信封正面。
03291819-n	cmn:count	信封	1
03291819-n	cmn:pron	信封	xìnfēng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_213.mp3	
80001545-n	cmn:lemma	旁边	pángbiān__orth:pīnyīn
80001545-n	cmn:exe	0	就在301教室旁边儿。
80001545-n	cmn:count	旁边	1
80001545-n	cmn:pron	旁边	pángbiān	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_105.mp3	
09215315-n	cmn:lemma	下面	xiàmian__orth:pīnyīn
09215315-n	cmn:exe	0	从山顶上往下面看。
09215315-n	cmn:count	下面	1
09215315-n	cmn:pron	下面	xiàmian	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_304.mp3	
80001661-n	cmn:lemma	下面	xiàmian__orth:pīnyīn
80001661-n	cmn:exe	0	从山顶上往下面看。
80001661-n	cmn:count	下面	1
80001661-n	cmn:pron	下面	xiàmian	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_304.mp3	
00523513-n	cmn:lemma	运动	yùndòng__orth:pīnyīn
00523513-n	cmn:exe	0	你喜欢什么运动？
00523513-n	cmn:count	运动	1
00523513-n	cmn:pron	运动	yùndòng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_27.mp3	
03179701-n	cmn:lemma	桌子	zhuōzi__orth:pīnyīn
03179701-n	cmn:exe	0	他们把书放在桌子上就走了。
03179701-n	cmn:count	桌子	1
03179701-n	cmn:pron	桌子	zhuōzi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_89.mp3	
04202417-n	cmn:lemma	商店	shāngdiàn__orth:pīnyīn
04202417-n	cmn:exe	0	我去商店买东西。
04202417-n	cmn:count	商店	1
04202417-n	cmn:pron	商店	shāngdiàn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_62.mp3	
02016062-v	cmn:lemma	下	xià__orth:pīnyīn
02016062-v	cmn:exe	0	他准备在天津站下车。
02016062-v	cmn:count	下	1
02016062-v	cmn:pron	下	xià	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_161.mp3	
15237782-n	cmn:lemma	冬天	dōngtiān__orth:pīnyīn
15237782-n	cmn:exe	0	冬天到了。
15237782-n	cmn:count	冬天	1
15237782-n	cmn:pron	冬天	dōngtiān	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_415.mp3	
80001691-n	cmn:lemma	上	shang__orth:pīnyīn
80001691-n	cmn:exe	0	桌子上有一本词典。
80001691-n	cmn:count	上	2
80001691-n	cmn:pron	上	shang	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_306.mp3	
08663354-n	cmn:lemma	上	shang__orth:pīnyīn
08663354-n	cmn:exe	0	桌子上有一本词典。
08663354-n	cmn:count	上	2
08663354-n	cmn:pron	上	shang	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_306.mp3	
07804323-n	cmn:lemma	饭	fàn__orth:pīnyīn
07804323-n	cmn:exe	0	那么你来我家吃饭怎么样？
07804323-n	cmn:count	饭	1
07804323-n	cmn:pron	饭	fàn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_361.mp3	
15245990-n	cmn:lemma	饭	fàn__orth:pīnyīn
15245990-n	cmn:exe	0	那么你来我家吃饭怎么样？
15245990-n	cmn:count	饭	1
15245990-n	cmn:pron	饭	fàn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_361.mp3	
90000417-n	cmn:lemma	饭	fàn__orth:pīnyīn
90000417-n	cmn:exe	0	那么你来我家吃饭怎么样？
90000417-n	cmn:count	饭	1
90000417-n	cmn:pron	饭	fàn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_361.mp3	
07575076-n	cmn:lemma	午饭	wǔfàn__orth:pīnyīn
07575076-n	cmn:exe	0	他们吃午饭呢。
07575076-n	cmn:count	午饭	1
07575076-n	cmn:pron	午饭	wǔfàn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_356.mp3	
15156001-n	cmn:lemma	今天	jīntiān__orth:pīnyīn
15156001-n	cmn:exe	0	今天没有昨天冷。
15156001-n	cmn:count	今天	1
15156001-n	cmn:pron	今天	jīntiān	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_422.mp3	
09604981-n	cmn:lemma	自己	zìjǐ__orth:pīnyīn
09604981-n	cmn:exe	0	他看不起别人，只觉得他自己最了不起。
09604981-n	cmn:count	自己	1
09604981-n	cmn:pron	自己	zìjǐ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_262.mp3	
07557434-n	cmn:lemma	菜	cài__orth:pīnyīn
07557434-n	cmn:exe	0	这个菜怎么样，尝尝就知道了。
07557434-n	cmn:exe	1	你吃过日本菜吗？
07557434-n	cmn:count	菜	2
07557434-n	cmn:pron	菜	cài	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_76.mp3	
02395115-a	cmn:lemma	好吃	hǎochī__orth:pīnyīn
02395115-a	cmn:exe	0	你做的菜好吃极了。
02395115-a	cmn:count	好吃	1
02395115-a	cmn:pron	好吃	hǎochī	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_186.mp3	
