# TUFS Basic Arabic Wordnet	arb	http://www.coelang.tufs.ac.jp/mt/ar/	CC BY 4.0
15210045-n	arb:lemma	يناير
01318741-a	arb:exe	11	كما أنّ استعدادات المنتخب المصريّ في هذه المرّة جيّدة جدّاً.
01318741-a	arb:exe	12	طقس اليوم حار جدا، فلنذهب إلى المسبح.
01318741-a	arb:exe	13	اشتريت هذا الحاسب المحمول الأسبوع الماضي وهو أفضل أنواع الحواسيب.
01318741-a	arb:exe	14	رأيت كابوسا في المنام فاستيقظت من النوم في منتصف الليل.
01318741-a	arb:exe	15	تعشينا في المطعم بعد أن انتهت الحفلة الموسيقيّة.
01318741-a	arb:exe	16	في السنة الماضية حصلت بنت عمي على رخصة القيادة.
01318741-a	arb:exe	17	إذا نزل المطر فلنذهب إلى السينما.
01318741-a	arb:exe	18	أحبّ أن أدرس وأنا أستمع إلى الموسيقى.
01318741-a	arb:exe	19	خرج الرجل من المحل مسرعا ولم يدفع الحساب.
01318741-a	arb:exe	20	ويوم الأحد ذهبت إلى المقهى المفضّل وقرأت كتاباً هناك.
01318741-a	arb:exe	21	تطبخ أمّي وهي تغنّي في المطبخ.
01318741-a	arb:exe	22	ما اسم المحطّة التي يجب أن أنزل فيها؟
01318741-a	arb:exe	23	أيّ لغة تُستعمل في المحاضرات؟
01318741-a	arb:exe	24	أيّهما الأسرع، الحافلة أم المترو؟
01318741-a	arb:exe	25	هل من الممكن أن أستعير قاموسك؟
01318741-a	arb:exe	26	كما أنّ استعدادات المنتخب المصريّ في هذه المرّة جيّدة جدّاً.
01318741-a	arb:exe	27	بما أنّني أصبحت سمينة لم أعد قادرة على ارتداء الملابس التي تعجبني.
01318741-a	arb:exe	28	ماذا فعلت في نهاية الأسبوع الماضي؟
01318741-a	arb:exe	29	هل من الممكن أن أحضر هذه الحفلة؟
01318741-a	arb:exe	30	أعطاهم المدرّس واجبات كثيرة.‎
01318741-a	arb:exe	31	ولكن لا تنس المباراة الماضية انتهت بالتعادل.
01318741-a	arb:exe	32	يشاهد الناس بعيونهم المناظر السارة.
01318741-a	arb:exe	33	أنا أعرف رقم هاتفه المحمول.
01318741-a	arb:exe	34	من المحتمل أن يكون الطريق مزدحماً.
01318741-a	arb:exe	35	أتقصد "شوربة الملوخيّة"؟
01318741-a	arb:exe	36	عدد المسلمين في اليابان قليل جدا.
01318741-a	arb:exe	37	ماذا فعلت في نهاية الأسبوع الماضي؟
01318741-a	arb:exe	38	أتيت إلى اليابان في السنة قبل الماضية.
01318741-a	arb:exe	39	بعد أن تنتهي الحفلة الموسيقية سنذهب للعشاء.
01318741-a	arb:exe	40	أين المخرج؟ ... المخرج من هنا على اليسار.
01318741-a	arb:exe	41	أنا أعرف رقم هاتفه المحمول. ... حقّا؟ وما هو رقمه؟
01318741-a	arb:exe	42	أحبّ أن أدرس وأنا أستمع إلى الموسيقى.
01318741-a	arb:exe	43	أتقصد "شوربة الملوخيّة"؟
01318741-a	arb:exe	44	تطبخ أمي وهي تغني في المطبخ.
01318741-a	arb:exe	45	أستمتع بالجلوس بجانب المدفأة وأنا أشرب فنجاناً من القهوة الساخنة.
01318741-a	arb:exe	46	هل من الممكن أن تشرحي لي معنى كلمة "معذرة"؟
01318741-a	arb:exe	47	يقال إنّ المنتخب اليابانيّ أقوى من المنتخب المصريّ.
01318741-a	arb:exe	48	هل من الممكن أن أتكلّم مع الدكتور سمير؟
01318741-a	arb:exe	49	عندما وصلت وجدت القطار قد غادر المحطة.
01318741-a	arb:exe	50	أستمع إلى هذه المقطوعة عندما أكون حزيناً.
01318741-a	arb:exe	51	ولكن لا تنس أنّ المباراة الماضية انتهت بالتعادل.
01318741-a	arb:exe	52	عاد أخي وأسرته إلى بيتهم في المساء.
01318741-a	arb:exe	53	بما أنّني أصبحت سمينة لم أعد قادرة على ارتداء الملابس التي تعجبني.
01318741-a	arb:exe	54	من فضلك، ناولني الملح.
01318741-a	arb:exe	55	في الأسبوع الماضي هطلت الأمطار غزيرة.
01318741-a	arb:exe	56	أستمع إلى المذياع عندما أشعر بالوحدة.
01318741-a	arb:exe	57	هل من الممكن أن تحضر المشروبات؟‎
01318741-a	arb:exe	58	لكن على شرط أن تطبخي لنا شوربة الملوخيّة الذيذة.
01318741-a	arb:exe	59	نعم، إنّها المرّة الأولى.
01318741-a	arb:exe	60	أنا آسف جدّاً لأنّني تأخّرت عن الموعد.
01318741-a	arb:exe	61	كم في المئة؟
01318741-a	arb:exe	62	لم يعد السفر إلى العالم العربي صعبا.
01318741-a	arb:exe	63	نعم، إنّها المرّة الأولى.
01318741-a	arb:exe	64	أنا آسف جدّاً لأنّني تأخّرت عن الموعد.
01318741-a	arb:exe	65	المحلّ بجانب المطعم.
01318741-a	arb:exe	66	عادة أذهب إلى المدرسة بالدراجة.
01318741-a	arb:exe	67	أنا ذاهب إلى المطار لكي أستقبل حبيبتي.
01318741-a	arb:exe	68	يجب أن أنتهي واجباتي المدرسية أولا، ثم ألعب مع أصدقائي.
01318741-a	arb:exe	69	ولكن يقال إنّ المنتخب اليابانيّ أقوى من المنتخب المصريّ.
01318741-a	arb:exe	70	أعتقد أنّ المنتخب المصريّ سيفوز بالتأكيد.
01318741-a	arb:exe	71	أستمتع بالجلوس بجانب المدفأة وأنا أشرب فنجاناً من القهوة الساخنة.
01318741-a	arb:exe	72	هل شربت شوربة الملوخيّة من قبل؟
01318741-a	arb:exe	73	هل زرت سوق "تسوكيجي" المشهور بطوكيو؟ ... نعم، لقد زرته.
01318741-a	arb:exe	74	على كلّ حال، ستكون المباراة شيّقة جدّاً.
01318741-a	arb:exe	75	هذه الملاهي دائما مزدحمة بالكبار والصغار.
01318741-a	arb:exe	76	بما أنّني أصبحت سمينة لم أعد قادرة على ارتداء الملابس التي تعجبني.
01318741-a	arb:exe	77	أين المطعم العربي؟ ... على يسارك.
01318741-a	arb:exe	78	هل من الممكن أن تشرحي لي معنى كلمة "معذرة"؟
01318741-a	arb:exe	79	هل من الممكن أن أدخن هنا ؟ ... لا من فضلك.
01318741-a	arb:exe	80	عندما تدخل غرفة "التاتامي" فعليك أن تخلع الخف وتتركه في الممر.
01318741-a	arb:exe	81	إلى المطار، لو سمحت.
01318741-a	arb:exe	82	اخلع حذاءك قبل أن تدخل المسجد.
01318741-a	arb:exe	83	ولكن لا تنس المباراة الماضية انتهت بالتعادل.
01318741-a	arb:exe	84	٩٩ في المئة.
01318741-a	arb:exe	85	نعم، إنّها المرّة الأولى.
01318741-a	arb:exe	86	من الأفضل أن تلبس مزيداً من الملابس.‎
01318741-a	arb:exe	87	مثلاً نقول "المعذرة" عندما نطلب شيئاً ما في المطعم.
01318741-a	arb:exe	88	الشتاء في هذه السنة دافئ جدا فلا أشعر بالحاجة إلى المدفأة.
01318741-a	arb:exe	89	نفضل جميعا الموسيقى الهادئة.
01318741-a	arb:exe	90	NGخرج الرجل من المحل مسرعا ولم يدفع الحساب
01318741-a	arb:exe	91	المرّة الأولى، المرّة الثانية، المرّة الثالثة ...
01318741-a	arb:exe	92	أعطى المدرّس طلّابه واجبات كثيرة.‎
01318741-a	arb:exe	93	أين المُتحف؟
01318741-a	arb:exe	94	على شرط أن تطبخي لنا شوربة الملوخيّة اللذيذة.
01318741-a	arb:exe	95	٩٩ في المئة.
01318741-a	arb:exe	96	هذا الصباح، هذا المساء
01318741-a	arb:exe	97	صار بعض الموظفي الحكومة لا يلبسون رباط العنق.
01318741-a	arb:exe	98	يقف الحارس عند مدخل المصرف.
01318741-a	arb:exe	99	ستكون المباراة شيّقة. … وأنا أعتقد ذلك أيضاً.
01318741-a	arb:exe	100	هل من الممكن أن تدلّيني على مكان لشراء الطوابع؟
01318741-a	arb:exe	101	أوّلاً نريد زجاجتي الماء المعدنيّ، لو سمحت.
01318741-a	arb:exe	102	هل هناك مطعم جيّد في المدينة القديمة؟
01318741-a	arb:exe	103	أين المتحف؟
01318741-a	arb:exe	104	أيّ يوم المصرف مغلق؟ ... يومي الجمعة والسبت.
01318741-a	arb:exe	105	وموعد الامتحان الاختباري بعد غد في الساعة العاشرة.
01318741-a	arb:exe	106	اقتربت الامتحانات النهائية فصارت ابنتي تذاكر طول الليل والنهار.
01318741-a	arb:exe	107	وموعد الامتحان الاختباري بعد غد في الساعة العاشرة.
01318741-a	arb:exe	108	وموعد الامتحان الاختباريّ بعد غد في الساعة العاشرة.
01318741-a	arb:exe	109	وموعد الامتحان الاختباري بعد غد في الساعة العاشرة.
01318741-a	arb:exe	110	أصبحت أدرس ليلاً ونهاراً بعد رسوبي في الامتحان.
01318741-a	arb:exe	111	حسناً، أريد أن أدعوك إلى الغداء في بيتي بعد الانتهاء من الامتحان.
01318741-a	arb:exe	112	بالتوفيق في الامتحان.
01318741-a	arb:exe	113	لن يكون الامتحان سهلاً.
01318741-a	arb:pron	أَلَمٌ			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_141.mp3	
01712753-a	arb:lemma	أَلَمٌ
01712753-a	arb:exe	0	شعرت بألم خفيف في رأسي فتناولت الدواء.
01712753-a	arb:exe	1	شعر خالي بألم شديد في معدته فذهب إلى المستشفى.
01712753-a	arb:exe	2	عندي ألم خفيف في المعدة.
01712753-a	arb:exe	3	أشعر بألم في بطني وعندي إسهال.
01712753-a	arb:exe	4	أشعر بألم شديد في الحلق.
01712753-a	arb:exe	5	أشعر بألم شديد في الحلق.
01712753-a	arb:exe	6	كثيرا ما أذهب إلى مكتب الأستاذ بعد المحاضرة لأسأله بعض الأسئلة.
01712753-a	arb:exe	7	إلى أين ذاهب؟ ... أنا ذاهب إلى المطار.
01712753-a	arb:exe	8	هذا الصباح، هذا المساء
01712753-a	arb:exe	9	هل المقاص مناسب؟
01712753-a	arb:exe	10	يقال إنّ المنتخب اليابانيّ أقوى من المنتخب المصريّ.
01712753-a	arb:exe	11	كما أنّ استعدادات المنتخب المصريّ في هذه المرّة جيّدة جدّاً.
01712753-a	arb:exe	12	طقس اليوم حار جدا، فلنذهب إلى المسبح.
01712753-a	arb:exe	13	اشتريت هذا الحاسب المحمول الأسبوع الماضي وهو أفضل أنواع الحواسيب.
01712753-a	arb:exe	14	رأيت كابوسا في المنام فاستيقظت من النوم في منتصف الليل.
01712753-a	arb:exe	15	تعشينا في المطعم بعد أن انتهت الحفلة الموسيقيّة.
01712753-a	arb:exe	16	في السنة الماضية حصلت بنت عمي على رخصة القيادة.
01712753-a	arb:exe	17	إذا نزل المطر فلنذهب إلى السينما.
01712753-a	arb:exe	18	أحبّ أن أدرس وأنا أستمع إلى الموسيقى.
01712753-a	arb:exe	19	خرج الرجل من المحل مسرعا ولم يدفع الحساب.
01712753-a	arb:exe	20	ويوم الأحد ذهبت إلى المقهى المفضّل وقرأت كتاباً هناك.
01712753-a	arb:exe	21	تطبخ أمّي وهي تغنّي في المطبخ.
01712753-a	arb:exe	22	ما اسم المحطّة التي يجب أن أنزل فيها؟
01712753-a	arb:exe	23	أيّ لغة تُستعمل في المحاضرات؟
01712753-a	arb:exe	24	أيّهما الأسرع، الحافلة أم المترو؟
01712753-a	arb:exe	25	هل من الممكن أن أستعير قاموسك؟
01712753-a	arb:exe	26	كما أنّ استعدادات المنتخب المصريّ في هذه المرّة جيّدة جدّاً.
01712753-a	arb:exe	27	بما أنّني أصبحت سمينة لم أعد قادرة على ارتداء الملابس التي تعجبني.
01712753-a	arb:exe	28	ماذا فعلت في نهاية الأسبوع الماضي؟
01712753-a	arb:exe	29	هل من الممكن أن أحضر هذه الحفلة؟
01712753-a	arb:exe	30	أعطاهم المدرّس واجبات كثيرة.‎
01712753-a	arb:exe	31	ولكن لا تنس المباراة الماضية انتهت بالتعادل.
01712753-a	arb:exe	32	يشاهد الناس بعيونهم المناظر السارة.
01712753-a	arb:exe	33	أنا أعرف رقم هاتفه المحمول.
01712753-a	arb:exe	34	من المحتمل أن يكون الطريق مزدحماً.
01712753-a	arb:exe	35	أتقصد "شوربة الملوخيّة"؟
01712753-a	arb:exe	36	عدد المسلمين في اليابان قليل جدا.
01712753-a	arb:exe	37	ماذا فعلت في نهاية الأسبوع الماضي؟
01712753-a	arb:exe	38	أتيت إلى اليابان في السنة قبل الماضية.
01712753-a	arb:exe	39	بعد أن تنتهي الحفلة الموسيقية سنذهب للعشاء.
01712753-a	arb:exe	40	أين المخرج؟ ... المخرج من هنا على اليسار.
01712753-a	arb:exe	41	أنا أعرف رقم هاتفه المحمول. ... حقّا؟ وما هو رقمه؟
01712753-a	arb:exe	42	أحبّ أن أدرس وأنا أستمع إلى الموسيقى.
01712753-a	arb:exe	43	أتقصد "شوربة الملوخيّة"؟
01712753-a	arb:exe	44	تطبخ أمي وهي تغني في المطبخ.
01712753-a	arb:exe	45	أستمتع بالجلوس بجانب المدفأة وأنا أشرب فنجاناً من القهوة الساخنة.
01712753-a	arb:exe	46	هل من الممكن أن تشرحي لي معنى كلمة "معذرة"؟
01712753-a	arb:exe	47	يقال إنّ المنتخب اليابانيّ أقوى من المنتخب المصريّ.
01712753-a	arb:exe	48	هل من الممكن أن أتكلّم مع الدكتور سمير؟
01712753-a	arb:exe	49	عندما وصلت وجدت القطار قد غادر المحطة.
01712753-a	arb:exe	50	أستمع إلى هذه المقطوعة عندما أكون حزيناً.
01712753-a	arb:exe	51	ولكن لا تنس أنّ المباراة الماضية انتهت بالتعادل.
01712753-a	arb:exe	52	عاد أخي وأسرته إلى بيتهم في المساء.
01712753-a	arb:exe	53	بما أنّني أصبحت سمينة لم أعد قادرة على ارتداء الملابس التي تعجبني.
01712753-a	arb:exe	54	من فضلك، ناولني الملح.
01712753-a	arb:exe	55	في الأسبوع الماضي هطلت الأمطار غزيرة.
01712753-a	arb:exe	56	أستمع إلى المذياع عندما أشعر بالوحدة.
01712753-a	arb:exe	57	هل من الممكن أن تحضر المشروبات؟‎
01712753-a	arb:exe	58	لكن على شرط أن تطبخي لنا شوربة الملوخيّة الذيذة.
01712753-a	arb:exe	59	نعم، إنّها المرّة الأولى.
01712753-a	arb:exe	60	أنا آسف جدّاً لأنّني تأخّرت عن الموعد.
01712753-a	arb:exe	61	كم في المئة؟
01712753-a	arb:exe	62	لم يعد السفر إلى العالم العربي صعبا.
01712753-a	arb:exe	63	نعم، إنّها المرّة الأولى.
01712753-a	arb:exe	64	أنا آسف جدّاً لأنّني تأخّرت عن الموعد.
01712753-a	arb:exe	65	المحلّ بجانب المطعم.
01712753-a	arb:exe	66	عادة أذهب إلى المدرسة بالدراجة.
01712753-a	arb:exe	67	أنا ذاهب إلى المطار لكي أستقبل حبيبتي.
01712753-a	arb:exe	68	يجب أن أنتهي واجباتي المدرسية أولا، ثم ألعب مع أصدقائي.
01712753-a	arb:exe	69	ولكن يقال إنّ المنتخب اليابانيّ أقوى من المنتخب المصريّ.
01712753-a	arb:exe	70	أعتقد أنّ المنتخب المصريّ سيفوز بالتأكيد.
01712753-a	arb:exe	71	أستمتع بالجلوس بجانب المدفأة وأنا أشرب فنجاناً من القهوة الساخنة.
01712753-a	arb:exe	72	هل شربت شوربة الملوخيّة من قبل؟
01712753-a	arb:exe	73	هل زرت سوق "تسوكيجي" المشهور بطوكيو؟ ... نعم، لقد زرته.
